StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,FanDuelSalary,DraftKingsSalary,FantasyDataSalary,YahooSalary,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPosition,DraftKingsPosition,YahooPosition,OpponentRank,OpponentPositionRank,GlobalTeamID,FantasyDraftSalary,FantasyDraftPosition,GameID,OpponentID,Opponent,Day,DateTime,HomeOrAway,IsGameOver,GlobalGameID,GlobalOpponentID,Updated,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,EffectiveFieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,OffensiveReboundsPercentage,DefensiveReboundsPercentage,TotalReboundsPercentage,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,TrueShootingAttempts,TrueShootingPercentage,PlayerEfficiencyRating,AssistsPercentage,StealsPercentage,BlocksPercentage,TurnOversPercentage,UsageRatePercentage,FantasyPointsFanDuel,FantasyPointsDraftKings,FantasyPointsYahoo,PlusMinus,DoubleDoubles,TripleDoubles,FantasyPointsFantasyDraft,IsClosed,LineupConfirmed,LineupStatus
1536735,3,20002657,1,2026,Jalen Johnson,ATL,PF,1,15698.0,14734.0,14734.0,70.0,Scrambled,Scrambled,,Scrambled,PF/SF,PF,PF,14.0,30.0,20000003,,Scrambled,23240,2,CHA,2026-02-11T00:00:00,2026-02-11T19:00:00,AWAY,True,20023240,20000002,2026-02-12T11:02:26,1,75.9,47,37,13.3,20.7,64.3,73.4,11.4,15.1,75.0,1.9,7.6,34.4,7.6,9.5,110.2,1.9,16.5,17.9,6.1,48.0,27.4,12.4,7.6,1.9,5.7,1.9,26.2,23.7,77.0,44.4,63.4,10.8,7.1,20.4,35.2,82.8,81.6,82.8,-6.9,1.9,0.0,81.6,True,True,Scrambled
1536744,3,20000620,1,2026,CJ McCollum,ATL,PG,0,8400.0,9364.0,9364.0,39.0,Scrambled,Scrambled,,Scrambled,SG/PG,PG/SG,PG,14.0,12.0,20000003,,Scrambled,23240,2,CHA,2026-02-11T00:00:00,2026-02-11T19:00:00,AWAY,True,20023240,20000002,2026-02-12T11:02:26,1,48.5,43,80,11.4,23.4,48.6,48.6,9.5,12.4,76.6,1.9,11.0,17.2,7.6,9.5,110.2,3.8,7.6,11.4,13.2,17.2,13.6,11.0,0.0,1.9,5.7,3.8,23.4,26.4,61.6,24.2,59.1,0.0,7.7,18.6,41.7,49.8,51.6,49.8,13.3,0.0,0.0,51.6,True,True,Scrambled
1536739,3,20002878,1,2026,Dyson Daniels,ATL,PG,1,9501.0,9088.0,9088.0,45.0,Scrambled,Scrambled,,Scrambled,SG/PG,PG,SG,14.0,12.0,20000003,,Scrambled,23240,2,CHA,2026-02-11T00:00:00,2026-02-11T19:00:00,AWAY,True,20023240,20000002,2026-02-12T11:02:26,1,39.4,34,40,12.4,16.5,103.3,103.3,12.4,15.1,112.6,0.0,1.9,0.0,5.7,7.6,103.3,1.9,3.8,5.7,8.3,10.8,11.8,7.6,0.0,0.0,3.8,3.8,28.9,18.9,103.3,45.5,51.7,0.0,0.0,17.5,37.1,39.4,41.0,39.4,-13.8,0.0,0.0,41.0,True,True,Scrambled
1536737,3,20002531,1,2026,Onyeka Okongwu,ATL,C,1,9914.0,9914.0,9914.0,47.0,Scrambled,Scrambled,,Scrambled,C/PF,C,C,14.0,11.0,20000003,,Scrambled,23240,2,CHA,2026-02-11T00:00:00,2026-02-11T19:00:00,AWAY,True,20023240,20000002,2026-02-12T11:02:26,1,36.6,39,72,9.5,12.4,76.6,91.8,3.8,7.6,68.8,5.7,9.5,82.6,9.5,9.5,137.7,3.8,1.9,5.7,10.6,6.6,10.4,0.0,1.9,3.8,1.9,3.8,24.8,15.4,112.6,38.1,0.0,3.2,12.4,11.3,25.3,40.8,39.6,40.8,7.6,0.0,0.0,39.6,True,True,Scrambled
1536738,3,20002285,1,2026,Nickeil Alexander-Walker,ATL,SG,1,10052.0,10328.0,10328.0,44.0,Scrambled,Scrambled,,Scrambled,SG/PG,SG,SG,14.0,21.0,20000003,,Scrambled,23240,2,CHA,2026-02-11T00:00:00,2026-02-11T19:00:00,AWAY,True,20023240,20000002,2026-02-12T11:02:26,1,31.1,55,21,3.8,17.9,21.2,21.2,1.9,11.4,23.0,1.9,13.3,19.7,9.5,9.5,137.7,0.0,5.7,5.7,0.0,10.3,7.5,7.6,1.9,3.8,5.7,7.6,13.8,20.9,45.9,5.2,19.0,2.3,12.2,22.7,27.1,35.3,34.1,35.3,11.0,0.0,0.0,34.1,True,True,Scrambled
1536743,3,20002172,1,2026,Jock Landale,ATL,C,0,5783.0,6472.0,6472.0,32.0,Scrambled,Scrambled,,Scrambled,C,C,C,14.0,11.0,20000003,,Scrambled,23240,2,CHA,2026-02-11T00:00:00,2026-02-11T19:00:00,AWAY,True,20023240,20000002,2026-02-12T11:02:26,1,20.1,26,11,7.6,11.4,91.8,91.8,5.7,5.7,137.7,1.9,5.7,45.9,0.0,3.8,0.0,0.0,5.7,5.7,0.0,21.6,11.4,0.0,1.9,0.0,0.0,9.5,12.4,13.0,88.5,20.8,0.0,4.9,0.0,0.0,21.6,21.5,21.0,21.5,-9.6,0.0,0.0,21.0,True,True,Scrambled
1536736,3,20003213,1,2026,Zaccharie Risacher,ATL,SF,1,5646.0,5508.0,5508.0,29.0,Scrambled,Scrambled,,Scrambled,SF/PF,SF,SF,14.0,11.0,20000003,,Scrambled,23240,2,CHA,2026-02-11T00:00:00,2026-02-11T19:00:00,AWAY,True,20023240,20000002,2026-02-12T11:02:26,1,16.7,32,23,3.8,11.4,45.9,45.9,1.9,5.7,45.9,1.9,5.7,45.9,0.0,3.8,0.0,1.9,3.8,5.7,9.1,11.8,12.9,1.9,1.9,0.0,0.0,7.6,9.5,13.0,49.2,9.4,11.9,4.0,0.0,0.0,17.7,18.0,17.6,18.0,-13.8,0.0,0.0,17.6,True,True,Scrambled
1536740,3,20003015,1,2026,Mouhamed Gueye,ATL,PF,0,5233.0,5095.0,5095.0,19.0,Scrambled,Scrambled,,Scrambled,PF/C,PF/C,PF,14.0,30.0,20000003,,Scrambled,23240,2,CHA,2026-02-11T00:00:00,2026-02-11T19:00:00,AWAY,True,20023240,20000002,2026-02-12T11:02:26,1,11.8,11,65,3.8,3.8,137.7,206.6,0.0,0.0,0.0,3.8,3.8,137.7,0.0,0.0,0.0,1.9,3.8,5.7,17.5,31.4,24.8,0.0,0.0,0.0,1.9,0.0,11.4,3.8,206.6,45.5,0.0,0.0,0.0,45.9,20.5,11.8,14.1,11.8,3.8,0.0,0.0,14.1,True,True,Scrambled
1536742,3,20002651,1,2026,Corey Kispert,ATL,SF,0,5508.0,5783.0,5783.0,22.0,Scrambled,Scrambled,,Scrambled,SF,SF,SG,14.0,11.0,20000003,,Scrambled,23240,2,CHA,2026-02-11T00:00:00,2026-02-11T19:00:00,AWAY,True,20023240,20000002,2026-02-12T11:02:26,1,11.8,32,2,0.0,5.7,0.0,0.0,0.0,1.9,0.0,0.0,3.8,0.0,3.8,3.8,137.7,0.0,5.7,5.7,0.0,17.9,13.0,3.8,0.0,0.0,0.0,1.9,3.8,7.4,34.4,6.0,15.5,0.0,0.0,0.0,10.1,11.8,12.0,11.8,-2.8,0.0,0.0,12.0,True,True,Scrambled
1536745,3,20003460,1,2026,Asa Newell,ATL,PF,0,5095.0,4820.0,4820.0,15.0,Scrambled,Scrambled,,Scrambled,PF,PF,PF,14.0,30.0,20000003,,Scrambled,23240,2,CHA,2026-02-11T00:00:00,2026-02-11T19:00:00,AWAY,True,20023240,20000002,2026-02-12T11:02:26,1,2.3,8,65,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,1.9,1.9,0.0,28.8,15.2,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,-7.0,0.0,0.0,0.0,0.0,12.5,2.3,2.4,2.3,-2.8,0.0,0.0,2.4,True,True,Scrambled
